valence,arousal,userValence,userArousal
-0.3808086648421724,0.15030417864638623,-0.144,0.473
0.24037244619093054,0.17472172106852926,0.074,0.269
-0.7522741662790311,-0.46382691739293985,-0.273,0.101
0.10127987580002937,-0.3402928472232671,-0.245,-0.115
-0.22921882992011341,0.9629442807943692,0.161,0.795
-0.5451291058311145,0.5397670407223704,-0.48,0.317
0.532844875664063,0.5558624809894146,0.387,0.17
0.23864867574165172,-0.5320730834302011,-0.295,-0.478
-0.6116435796254213,-0.33231162067820846,-0.371,-0.243
-0.5252295995244078,0.06323660199659646,-0.476,0.217
-0.7237730619235522,-0.5459151104579768,-0.35,-0.782
-0.29647601134815377,0.6887252698522587,-0.212,0.832
-0.6103872836922791,0.5830931313990556,-0.493,0.781
0.13120770669424422,0.7208042435753244,0.172,0.669
-0.7921310190488657,-0.5582596578594635,-0.324,-0.669
-0.24731431252680694,-0.3788763374702877,-0.059,-0.519
-0.5823817419163556,0.6880838940080815,-0.339,0.851
-0.45337552966914674,-0.004725600537801133,0.232,-0.152
0.4857841325930545,0.2234127343714597,0.538,0.318
0.7246969266694803,0.1270768495363686,0.714,0.37
0.8892273925097264,0.41567988059641575,0.923,0.551
0.3979952416464394,-0.5815515283762914,0.271,-0.823
-0.8231900678919497,0.38978282264296715,-0.89,0.579
-0.5519043900583872,0.017944974914944695,-0.139,0.099
0.17741001567388096,0.2640141740399866,0.313,0.311
0.18597218214687733,0.568310801031186,0.162,0.502
0.7805205458963702,-0.46468557424361306,-0.295,0.128
-0.28411177815290517,0.254207947397047,-0.938,1.0
0.08793288909437948,0.04639528889306142,-0.638,0.759
0.3681902765055791,-0.5336209448271837,-0.07,0.024
0.28928198589476783,0.7645673497818682,-1.0,1.0
0.5446712429103832,0.5725762531425905,-1.0,0.869
0.73590449681952,-0.6362390510180771,0.334,-0.196
-0.3173434394832341,0.8158553892809007,-1.0,1.0
0.2934115116577568,-0.3322885218267769,0.14,-0.313
-0.2822994813660763,-0.2717577067904461,0.179,0.092
0.2092374270969628,0.31738010992206583,-0.624,0.508
0.49283185028236765,-0.7739559637674803,0.262,-0.668
-0.7043566126424676,0.1757226196183034,-0.425,0.435
0.4065217612749094,0.5979140209344358,-1.0,0.696
0.9704512301201857,0.0005076743399651966,-0.58,0.45
0.07408407226841404,0.14777709453100968,-0.352,0.206
0.6987298971085819,0.555720577330777,-1.0,0.783
-0.49829580654512073,0.8440279619758114,-0.362,0.418
0.6369212386988604,-0.4411014087761876,0.721,-0.787
-0.6501489035542591,-0.26040712760113,0.132,-0.263
-0.7651502965553016,0.07944290220127596,-0.348,0.352
-0.13336324088237989,-0.7453352830569421,0.99,-0.993
0.6261070405560439,-0.33227497442578535,0.516,-0.649
0.25796499998968775,-0.02839103634466859,0.385,-0.48
0.42145662041298865,0.27812367959877465,-0.19,0.142
0.46744700573576253,-0.15723719370710165,0.371,-0.264
-0.25199924131111073,-0.48290392028056106,-0.255,-0.119
-0.32304079735333324,-0.5562791660366211,-0.282,-0.415
-0.16992019503998618,0.8513695678948311,-0.623,0.65
0.7260948623149537,-0.5727626125166271,0.71,-0.797
-0.47390334642152143,-0.7323445656700486,0.151,-0.26
0.015242128862770588,0.7163544905669179,-0.413,0.388
-0.8608833633193483,-0.3339103822936923,-0.394,-0.182
0.21212512297818073,0.926963531361251,-0.249,0.521
-0.2763426619203266,0.4944047948045586,-0.629,0.564
0.3258255327334807,-0.7822972960071528,-0.115,-1.0
0.37865516008674877,0.49397795674020384,-0.703,0.487
-0.7731586385840885,-0.3361298113502727,-0.233,0.095
-0.2861260626495479,0.08298028246724662,-0.545,0.359
-0.8518578975289596,-0.11101082378344314,-0.332,-0.082
-0.06408949867224994,0.794835448269409,-0.76,0.676
-0.35138579056721114,0.9187335175821356,-0.681,0.59
-0.3504094176142342,0.022805206853652088,-0.35,0.213
-0.1786974164117502,-0.14525853948073691,-0.067,0.201
0.8728262094802963,-0.10403812258025381,-0.137,-0.499
0.9663901556959574,-0.1762959662739179,-0.123,-0.163
-0.5996227674888812,-0.5664472503583965,-0.393,-1.0
-0.17720060298364557,0.8378420787848564,-0.977,0.966
-0.6108136698246369,-0.6041862923997705,-0.191,-0.941
-0.7499789802587988,-0.4715532628533939,-0.169,-0.359
-0.4742080362256466,0.5733334681897163,-0.661,0.776
